aku tidur,31
serius nih,31
ada hiu,31
butuh satu,31
nih tapi,31
gila kalian,31
kita perlu,31
gitu kalian,31
pak pak,31
teteh teteh,31
aja enggak,30
bentar dulu,30
mereka tuh,30
balik dulu,30
hah ini,30
kamu gimana,30
ada kita,30
itu apaan,30
tuh kalian,30
udah masuk,30
usah nggak,30
biar nggak,30
mungkin ada,30
siapa aku,30
kamu pakai,30
hei wah,30
ke kanan,30
banget nah,30
sih harus,30
buka pintu,30
nah enggak,30
udah pakai,30
kalau sampai,30
deh tadi,30
boleh deh,30
makan nggak,30
tuh dari,30
sih kan,30
aja dah,30
aja kau,30
tadi apa,30
dulu jangan,30
walau hujan,30
susah sih,30
makan cilor,30
apaan tuh,30
mau ngambil,30
mana mana,30
terus habis,30
ada aja,30
gigi memang,30
sih belum,30
balik aja,30
masih hidup,30
buat ini,30
kelihatan apa-apa,30
ada makanan,30
bisa jalan,30
seneng banget,30
nggak baca,30
lupa lupa,30
lagi gimana,29
ini mereka,29
tahu ada,29
lebih dari,29
lah kalau,29
ada tempat,29
dulu sih,29
usah enggak,29
gak boleh,29
gitu gimana,29
kenapa dia,29
nyi roro,29
tentu saja,29
lah lah,29
lebih suka,29
juga kamu,29
aku tak,29
lanjut lanjut,29
enggak tapi,29
enggak cuma,29
ada juga,29
dia itu,29
ada masalah,29
kamu coba,29
aduh sakit,29
dari bawah,29
mati dulu,29
kemarin aku,29
pernah lihat,29
sudah tidak,29
bisa mati,29
udah bilang,29
gimana udah,29
juga belum,29
tidak aku,29
nih itu,29
ada batu,29
lain kali,29
bodo amat,29
mau kasih,29
itu kalian,29
belum tidur,29
tuh nah,29
aku kenapa,29
udah jam,29
di dekat,29
situ aja,29
ndak ada,29
buat aku,29
nggak enak,29
aku seneng,29
enggak kalian,29
aku ingat,29
aku ngetik,29
mau pulang,29
plants plants,29
kobo kobo,29
kamu sudah,29
pergi sudah,29
nek ngono,29
bagus sekali,28
tunggu ini,28
makasih loh,28
kalau masih,28
nah jadi,28
maksud kamu,28
kan lagi,28
harus bikin,28
jadi kau,28
kita itu,28
lagi ayo,28
kalau ke,28
nih mana,28
mati deh,28
bagaimana ini,28
nih halo,28
dulu tunggu,28
biar lebih,28
sekarang kamu,28
emang nggak,28
